source_index,source_label,model_label,split,identity_name,image_path
1901,14,0,train,George_W_Bush,data/processed/George_W_Bush/1901.png
2026,14,0,train,George_W_Bush,data/processed/George_W_Bush/2026.png
3003,14,0,train,George_W_Bush,data/processed/George_W_Bush/3003.png
1704,14,0,val,George_W_Bush,data/processed/George_W_Bush/1704.png
272,14,0,val,George_W_Bush,data/processed/George_W_Bush/272.png
443,14,0,val,George_W_Bush,data/processed/George_W_Bush/443.png
1522,14,0,val,George_W_Bush,data/processed/George_W_Bush/1522.png
457,14,0,val,George_W_Bush,data/processed/George_W_Bush/457.png
2732,14,0,val,George_W_Bush,data/processed/George_W_Bush/2732.png
2397,14,0,val,George_W_Bush,data/processed/George_W_Bush/2397.png
546,14,0,test,George_W_Bush,data/processed/George_W_Bush/546.png
2230,14,0,test,George_W_Bush,data/processed/George_W_Bush/2230.png
1858,14,0,test,George_W_Bush,data/processed/George_W_Bush/1858.png
1929,14,0,test,George_W_Bush,data/processed/George_W_Bush/1929.png
1638,14,0,test,George_W_Bush,data/processed/George_W_Bush/1638.png
408,14,0,test,George_W_Bush,data/processed/George_W_Bush/408.png
302,14,0,test,George_W_Bush,data/processed/George_W_Bush/302.png
2485,14,0,test,George_W_Bush,data/processed/George_W_Bush/2485.png
2350,10,1,train,Colin_Powell,data/processed/Colin_Powell/2350.png
211,10,1,train,Colin_Powell,data/processed/Colin_Powell/211.png
2319,10,1,train,Colin_Powell,data/processed/Colin_Powell/2319.png
1226,10,1,train,Colin_Powell,data/processed/Colin_Powell/1226.png
1891,10,1,train,Colin_Powell,data/processed/Colin_Powell/1891.png
410,10,1,train,Colin_Powell,data/processed/Colin_Powell/410.png
1261,10,1,train,Colin_Powell,data/processed/Colin_Powell/1261.png
1612,10,1,train,Colin_Powell,data/processed/Colin_Powell/1612.png
1337,10,1,train,Colin_Powell,data/processed/Colin_Powell/1337.png
441,10,1,train,Colin_Powell,data/processed/Colin_Powell/441.png
1575,10,1,train,Colin_Powell,data/processed/Colin_Powell/1575.png
875,10,1,train,Colin_Powell,data/processed/Colin_Powell/875.png
2277,10,1,train,Colin_Powell,data/processed/Colin_Powell/2277.png
572,10,1,train,Colin_Powell,data/processed/Colin_Powell/572.png
2658,10,1,train,Colin_Powell,data/processed/Colin_Powell/2658.png
2306,10,1,train,Colin_Powell,data/processed/Colin_Powell/2306.png
2263,10,1,train,Colin_Powell,data/processed/Colin_Powell/2263.png
1149,10,1,train,Colin_Powell,data/processed/Colin_Powell/1149.png
2589,10,1,train,Colin_Powell,data/processed/Colin_Powell/2589.png
1247,10,1,train,Colin_Powell,data/processed/Colin_Powell/1247.png
134,10,1,train,Colin_Powell,data/processed/Colin_Powell/134.png
220,10,1,train,Colin_Powell,data/processed/Colin_Powell/220.png
2670,10,1,train,Colin_Powell,data/processed/Colin_Powell/2670.png
1587,10,1,train,Colin_Powell,data/processed/Colin_Powell/1587.png
409,10,1,train,Colin_Powell,data/processed/Colin_Powell/409.png
1829,10,1,train,Colin_Powell,data/processed/Colin_Powell/1829.png
283,10,1,train,Colin_Powell,data/processed/Colin_Powell/283.png
1410,10,1,train,Colin_Powell,data/processed/Colin_Powell/1410.png
2498,10,1,train,Colin_Powell,data/processed/Colin_Powell/2498.png
995,10,1,train,Colin_Powell,data/processed/Colin_Powell/995.png
86,10,1,train,Colin_Powell,data/processed/Colin_Powell/86.png
100,10,1,train,Colin_Powell,data/processed/Colin_Powell/100.png
1256,10,1,train,Colin_Powell,data/processed/Colin_Powell/1256.png
1192,10,1,train,Colin_Powell,data/processed/Colin_Powell/1192.png
2593,10,1,train,Colin_Powell,data/processed/Colin_Powell/2593.png
2040,10,1,val,Colin_Powell,data/processed/Colin_Powell/2040.png
286,10,1,val,Colin_Powell,data/processed/Colin_Powell/286.png
2885,10,1,val,Colin_Powell,data/processed/Colin_Powell/2885.png
2563,10,1,val,Colin_Powell,data/processed/Colin_Powell/2563.png
2888,10,1,val,Colin_Powell,data/processed/Colin_Powell/2888.png
2930,10,1,val,Colin_Powell,data/processed/Colin_Powell/2930.png
2087,10,1,val,Colin_Powell,data/processed/Colin_Powell/2087.png
2716,10,1,test,Colin_Powell,data/processed/Colin_Powell/2716.png
2379,10,1,test,Colin_Powell,data/processed/Colin_Powell/2379.png
1115,10,1,test,Colin_Powell,data/processed/Colin_Powell/1115.png
1343,10,1,test,Colin_Powell,data/processed/Colin_Powell/1343.png
1310,10,1,test,Colin_Powell,data/processed/Colin_Powell/1310.png
2942,10,1,test,Colin_Powell,data/processed/Colin_Powell/2942.png
1042,10,1,test,Colin_Powell,data/processed/Colin_Powell/1042.png
149,10,1,test,Colin_Powell,data/processed/Colin_Powell/149.png
247,58,2,train,Tony_Blair,data/processed/Tony_Blair/247.png
1488,58,2,train,Tony_Blair,data/processed/Tony_Blair/1488.png
1854,58,2,train,Tony_Blair,data/processed/Tony_Blair/1854.png
1601,58,2,train,Tony_Blair,data/processed/Tony_Blair/1601.png
1875,58,2,train,Tony_Blair,data/processed/Tony_Blair/1875.png
2950,58,2,train,Tony_Blair,data/processed/Tony_Blair/2950.png
637,58,2,train,Tony_Blair,data/processed/Tony_Blair/637.png
1527,58,2,train,Tony_Blair,data/processed/Tony_Blair/1527.png
1682,58,2,train,Tony_Blair,data/processed/Tony_Blair/1682.png
2000,58,2,train,Tony_Blair,data/processed/Tony_Blair/2000.png
1085,58,2,train,Tony_Blair,data/processed/Tony_Blair/1085.png
2098,58,2,train,Tony_Blair,data/processed/Tony_Blair/2098.png
2886,58,2,train,Tony_Blair,data/processed/Tony_Blair/2886.png
2212,58,2,train,Tony_Blair,data/processed/Tony_Blair/2212.png
1489,58,2,train,Tony_Blair,data/processed/Tony_Blair/1489.png
511,58,2,train,Tony_Blair,data/processed/Tony_Blair/511.png
2995,58,2,train,Tony_Blair,data/processed/Tony_Blair/2995.png
2889,58,2,train,Tony_Blair,data/processed/Tony_Blair/2889.png
1438,58,2,train,Tony_Blair,data/processed/Tony_Blair/1438.png
2362,58,2,train,Tony_Blair,data/processed/Tony_Blair/2362.png
2978,58,2,train,Tony_Blair,data/processed/Tony_Blair/2978.png
2125,58,2,train,Tony_Blair,data/processed/Tony_Blair/2125.png
201,58,2,train,Tony_Blair,data/processed/Tony_Blair/201.png
706,58,2,train,Tony_Blair,data/processed/Tony_Blair/706.png
1363,58,2,train,Tony_Blair,data/processed/Tony_Blair/1363.png
1248,58,2,train,Tony_Blair,data/processed/Tony_Blair/1248.png
2691,58,2,train,Tony_Blair,data/processed/Tony_Blair/2691.png
1607,58,2,train,Tony_Blair,data/processed/Tony_Blair/1607.png
1458,58,2,train,Tony_Blair,data/processed/Tony_Blair/1458.png
827,58,2,train,Tony_Blair,data/processed/Tony_Blair/827.png
1126,58,2,train,Tony_Blair,data/processed/Tony_Blair/1126.png
2558,58,2,train,Tony_Blair,data/processed/Tony_Blair/2558.png
977,58,2,train,Tony_Blair,data/processed/Tony_Blair/977.png
147,58,2,train,Tony_Blair,data/processed/Tony_Blair/147.png
2879,58,2,train,Tony_Blair,data/processed/Tony_Blair/2879.png
728,58,2,val,Tony_Blair,data/processed/Tony_Blair/728.png
370,58,2,val,Tony_Blair,data/processed/Tony_Blair/370.png
1092,58,2,val,Tony_Blair,data/processed/Tony_Blair/1092.png
563,58,2,val,Tony_Blair,data/processed/Tony_Blair/563.png
729,58,2,val,Tony_Blair,data/processed/Tony_Blair/729.png
588,58,2,val,Tony_Blair,data/processed/Tony_Blair/588.png
2583,58,2,val,Tony_Blair,data/processed/Tony_Blair/2583.png
777,58,2,test,Tony_Blair,data/processed/Tony_Blair/777.png
140,58,2,test,Tony_Blair,data/processed/Tony_Blair/140.png
57,58,2,test,Tony_Blair,data/processed/Tony_Blair/57.png
1103,58,2,test,Tony_Blair,data/processed/Tony_Blair/1103.png
1957,58,2,test,Tony_Blair,data/processed/Tony_Blair/1957.png
294,58,2,test,Tony_Blair,data/processed/Tony_Blair/294.png
1000,58,2,test,Tony_Blair,data/processed/Tony_Blair/1000.png
2357,58,2,test,Tony_Blair,data/processed/Tony_Blair/2357.png
2683,12,3,train,Donald_Rumsfeld,data/processed/Donald_Rumsfeld/2683.png
2774,12,3,train,Donald_Rumsfeld,data/processed/Donald_Rumsfeld/2774.png
1964,12,3,train,Donald_Rumsfeld,data/processed/Donald_Rumsfeld/1964.png
110,12,3,train,Donald_Rumsfeld,data/processed/Donald_Rumsfeld/110.png
2821,12,3,train,Donald_Rumsfeld,data/processed/Donald_Rumsfeld/2821.png
1231,12,3,train,Donald_Rumsfeld,data/processed/Donald_Rumsfeld/1231.png
2833,12,3,train,Donald_Rumsfeld,data/processed/Donald_Rumsfeld/2833.png
1838,12,3,train,Donald_Rumsfeld,data/processed/Donald_Rumsfeld/1838.png
1158,12,3,train,Donald_Rumsfeld,data/processed/Donald_Rumsfeld/1158.png
2273,12,3,train,Donald_Rumsfeld,data/processed/Donald_Rumsfeld/2273.png
207,12,3,train,Donald_Rumsfeld,data/processed/Donald_Rumsfeld/207.png
2156,12,3,train,Donald_Rumsfeld,data/processed/Donald_Rumsfeld/2156.png
2117,12,3,train,Donald_Rumsfeld,data/processed/Donald_Rumsfeld/2117.png
2650,12,3,train,Donald_Rumsfeld,data/processed/Donald_Rumsfeld/2650.png
539,12,3,train,Donald_Rumsfeld,data/processed/Donald_Rumsfeld/539.png
1660,12,3,train,Donald_Rumsfeld,data/processed/Donald_Rumsfeld/1660.png
1125,12,3,train,Donald_Rumsfeld,data/processed/Donald_Rumsfeld/1125.png
2763,12,3,train,Donald_Rumsfeld,data/processed/Donald_Rumsfeld/2763.png
1193,12,3,train,Donald_Rumsfeld,data/processed/Donald_Rumsfeld/1193.png
924,12,3,train,Donald_Rumsfeld,data/processed/Donald_Rumsfeld/924.png
2177,12,3,train,Donald_Rumsfeld,data/processed/Donald_Rumsfeld/2177.png
914,12,3,train,Donald_Rumsfeld,data/processed/Donald_Rumsfeld/914.png
821,12,3,train,Donald_Rumsfeld,data/processed/Donald_Rumsfeld/821.png
1427,12,3,train,Donald_Rumsfeld,data/processed/Donald_Rumsfeld/1427.png
2832,12,3,train,Donald_Rumsfeld,data/processed/Donald_Rumsfeld/2832.png
2443,12,3,train,Donald_Rumsfeld,data/processed/Donald_Rumsfeld/2443.png
1643,12,3,train,Donald_Rumsfeld,data/processed/Donald_Rumsfeld/1643.png
2489,12,3,train,Donald_Rumsfeld,data/processed/Donald_Rumsfeld/2489.png
885,12,3,train,Donald_Rumsfeld,data/processed/Donald_Rumsfeld/885.png
1790,12,3,train,Donald_Rumsfeld,data/processed/Donald_Rumsfeld/1790.png
20,12,3,train,Donald_Rumsfeld,data/processed/Donald_Rumsfeld/20.png
460,12,3,train,Donald_Rumsfeld,data/processed/Donald_Rumsfeld/460.png
1001,12,3,train,Donald_Rumsfeld,data/processed/Donald_Rumsfeld/1001.png
626,12,3,train,Donald_Rumsfeld,data/processed/Donald_Rumsfeld/626.png
589,12,3,train,Donald_Rumsfeld,data/processed/Donald_Rumsfeld/589.png
2327,12,3,val,Donald_Rumsfeld,data/processed/Donald_Rumsfeld/2327.png
1514,12,3,val,Donald_Rumsfeld,data/processed/Donald_Rumsfeld/1514.png
874,12,3,val,Donald_Rumsfeld,data/processed/Donald_Rumsfeld/874.png
411,12,3,val,Donald_Rumsfeld,data/processed/Donald_Rumsfeld/411.png
2066,12,3,val,Donald_Rumsfeld,data/processed/Donald_Rumsfeld/2066.png
658,12,3,val,Donald_Rumsfeld,data/processed/Donald_Rumsfeld/658.png
2788,12,3,val,Donald_Rumsfeld,data/processed/Donald_Rumsfeld/2788.png
2271,12,3,test,Donald_Rumsfeld,data/processed/Donald_Rumsfeld/2271.png
1035,12,3,test,Donald_Rumsfeld,data/processed/Donald_Rumsfeld/1035.png
2836,12,3,test,Donald_Rumsfeld,data/processed/Donald_Rumsfeld/2836.png
310,12,3,test,Donald_Rumsfeld,data/processed/Donald_Rumsfeld/310.png
2628,12,3,test,Donald_Rumsfeld,data/processed/Donald_Rumsfeld/2628.png
325,12,3,test,Donald_Rumsfeld,data/processed/Donald_Rumsfeld/325.png
2980,12,3,test,Donald_Rumsfeld,data/processed/Donald_Rumsfeld/2980.png
2818,12,3,test,Donald_Rumsfeld,data/processed/Donald_Rumsfeld/2818.png
2853,15,4,train,Gerhard_Schroeder,data/processed/Gerhard_Schroeder/2853.png
1806,15,4,train,Gerhard_Schroeder,data/processed/Gerhard_Schroeder/1806.png
2924,15,4,train,Gerhard_Schroeder,data/processed/Gerhard_Schroeder/2924.png
1073,15,4,train,Gerhard_Schroeder,data/processed/Gerhard_Schroeder/1073.png
2966,15,4,train,Gerhard_Schroeder,data/processed/Gerhard_Schroeder/2966.png
2823,15,4,train,Gerhard_Schroeder,data/processed/Gerhard_Schroeder/2823.png
720,15,4,train,Gerhard_Schroeder,data/processed/Gerhard_Schroeder/720.png
1145,15,4,train,Gerhard_Schroeder,data/processed/Gerhard_Schroeder/1145.png
1517,15,4,train,Gerhard_Schroeder,data/processed/Gerhard_Schroeder/1517.png
666,15,4,train,Gerhard_Schroeder,data/processed/Gerhard_Schroeder/666.png
2845,15,4,train,Gerhard_Schroeder,data/processed/Gerhard_Schroeder/2845.png
281,15,4,train,Gerhard_Schroeder,data/processed/Gerhard_Schroeder/281.png
730,15,4,train,Gerhard_Schroeder,data/processed/Gerhard_Schroeder/730.png
571,15,4,train,Gerhard_Schroeder,data/processed/Gerhard_Schroeder/571.png
2118,15,4,train,Gerhard_Schroeder,data/processed/Gerhard_Schroeder/2118.png
2457,15,4,train,Gerhard_Schroeder,data/processed/Gerhard_Schroeder/2457.png
1518,15,4,train,Gerhard_Schroeder,data/processed/Gerhard_Schroeder/1518.png
2122,15,4,train,Gerhard_Schroeder,data/processed/Gerhard_Schroeder/2122.png
2727,15,4,train,Gerhard_Schroeder,data/processed/Gerhard_Schroeder/2727.png
2976,15,4,train,Gerhard_Schroeder,data/processed/Gerhard_Schroeder/2976.png
1096,15,4,train,Gerhard_Schroeder,data/processed/Gerhard_Schroeder/1096.png
1163,15,4,train,Gerhard_Schroeder,data/processed/Gerhard_Schroeder/1163.png
1121,15,4,train,Gerhard_Schroeder,data/processed/Gerhard_Schroeder/1121.png
349,15,4,train,Gerhard_Schroeder,data/processed/Gerhard_Schroeder/349.png
1254,15,4,train,Gerhard_Schroeder,data/processed/Gerhard_Schroeder/1254.png
746,15,4,train,Gerhard_Schroeder,data/processed/Gerhard_Schroeder/746.png
1259,15,4,train,Gerhard_Schroeder,data/processed/Gerhard_Schroeder/1259.png
968,15,4,train,Gerhard_Schroeder,data/processed/Gerhard_Schroeder/968.png
40,15,4,train,Gerhard_Schroeder,data/processed/Gerhard_Schroeder/40.png
796,15,4,train,Gerhard_Schroeder,data/processed/Gerhard_Schroeder/796.png
93,15,4,train,Gerhard_Schroeder,data/processed/Gerhard_Schroeder/93.png
1206,15,4,train,Gerhard_Schroeder,data/processed/Gerhard_Schroeder/1206.png
925,15,4,train,Gerhard_Schroeder,data/processed/Gerhard_Schroeder/925.png
2450,15,4,train,Gerhard_Schroeder,data/processed/Gerhard_Schroeder/2450.png
2398,15,4,train,Gerhard_Schroeder,data/processed/Gerhard_Schroeder/2398.png
2235,15,4,val,Gerhard_Schroeder,data/processed/Gerhard_Schroeder/2235.png
559,15,4,val,Gerhard_Schroeder,data/processed/Gerhard_Schroeder/559.png
1425,15,4,val,Gerhard_Schroeder,data/processed/Gerhard_Schroeder/1425.png
158,15,4,val,Gerhard_Schroeder,data/processed/Gerhard_Schroeder/158.png
1822,15,4,val,Gerhard_Schroeder,data/processed/Gerhard_Schroeder/1822.png
2785,15,4,val,Gerhard_Schroeder,data/processed/Gerhard_Schroeder/2785.png
1253,15,4,val,Gerhard_Schroeder,data/processed/Gerhard_Schroeder/1253.png
1191,15,4,test,Gerhard_Schroeder,data/processed/Gerhard_Schroeder/1191.png
1209,15,4,test,Gerhard_Schroeder,data/processed/Gerhard_Schroeder/1209.png
2565,15,4,test,Gerhard_Schroeder,data/processed/Gerhard_Schroeder/2565.png
1753,15,4,test,Gerhard_Schroeder,data/processed/Gerhard_Schroeder/1753.png
1870,15,4,test,Gerhard_Schroeder,data/processed/Gerhard_Schroeder/1870.png
866,15,4,test,Gerhard_Schroeder,data/processed/Gerhard_Schroeder/866.png
963,15,4,test,Gerhard_Schroeder,data/processed/Gerhard_Schroeder/963.png
1060,15,4,test,Gerhard_Schroeder,data/processed/Gerhard_Schroeder/1060.png
505,5,5,train,Ariel_Sharon,data/processed/Ariel_Sharon/505.png
1297,5,5,train,Ariel_Sharon,data/processed/Ariel_Sharon/1297.png
1713,5,5,train,Ariel_Sharon,data/processed/Ariel_Sharon/1713.png
103,5,5,train,Ariel_Sharon,data/processed/Ariel_Sharon/103.png
2365,5,5,train,Ariel_Sharon,data/processed/Ariel_Sharon/2365.png
2665,5,5,train,Ariel_Sharon,data/processed/Ariel_Sharon/2665.png
1342,5,5,train,Ariel_Sharon,data/processed/Ariel_Sharon/1342.png
1695,5,5,train,Ariel_Sharon,data/processed/Ariel_Sharon/1695.png
1396,5,5,train,Ariel_Sharon,data/processed/Ariel_Sharon/1396.png
2582,5,5,train,Ariel_Sharon,data/processed/Ariel_Sharon/2582.png
503,5,5,train,Ariel_Sharon,data/processed/Ariel_Sharon/503.png
2730,5,5,train,Ariel_Sharon,data/processed/Ariel_Sharon/2730.png
1205,5,5,train,Ariel_Sharon,data/processed/Ariel_Sharon/1205.png
783,5,5,train,Ariel_Sharon,data/processed/Ariel_Sharon/783.png
584,5,5,train,Ariel_Sharon,data/processed/Ariel_Sharon/584.png
81,5,5,train,Ariel_Sharon,data/processed/Ariel_Sharon/81.png
465,5,5,train,Ariel_Sharon,data/processed/Ariel_Sharon/465.png
2884,5,5,train,Ariel_Sharon,data/processed/Ariel_Sharon/2884.png
290,5,5,train,Ariel_Sharon,data/processed/Ariel_Sharon/290.png
1888,5,5,train,Ariel_Sharon,data/processed/Ariel_Sharon/1888.png
2685,5,5,train,Ariel_Sharon,data/processed/Ariel_Sharon/2685.png
2947,5,5,train,Ariel_Sharon,data/processed/Ariel_Sharon/2947.png
197,5,5,train,Ariel_Sharon,data/processed/Ariel_Sharon/197.png
581,5,5,train,Ariel_Sharon,data/processed/Ariel_Sharon/581.png
1968,5,5,train,Ariel_Sharon,data/processed/Ariel_Sharon/1968.png
649,5,5,train,Ariel_Sharon,data/processed/Ariel_Sharon/649.png
30,5,5,train,Ariel_Sharon,data/processed/Ariel_Sharon/30.png
631,5,5,train,Ariel_Sharon,data/processed/Ariel_Sharon/631.png
1262,5,5,train,Ariel_Sharon,data/processed/Ariel_Sharon/1262.png
1525,5,5,train,Ariel_Sharon,data/processed/Ariel_Sharon/1525.png
2707,5,5,train,Ariel_Sharon,data/processed/Ariel_Sharon/2707.png
318,5,5,train,Ariel_Sharon,data/processed/Ariel_Sharon/318.png
848,5,5,train,Ariel_Sharon,data/processed/Ariel_Sharon/848.png
939,5,5,train,Ariel_Sharon,data/processed/Ariel_Sharon/939.png
1214,5,5,train,Ariel_Sharon,data/processed/Ariel_Sharon/1214.png
678,5,5,val,Ariel_Sharon,data/processed/Ariel_Sharon/678.png
2987,5,5,val,Ariel_Sharon,data/processed/Ariel_Sharon/2987.png
531,5,5,val,Ariel_Sharon,data/processed/Ariel_Sharon/531.png
2302,5,5,val,Ariel_Sharon,data/processed/Ariel_Sharon/2302.png
111,5,5,val,Ariel_Sharon,data/processed/Ariel_Sharon/111.png
962,5,5,val,Ariel_Sharon,data/processed/Ariel_Sharon/962.png
2948,5,5,val,Ariel_Sharon,data/processed/Ariel_Sharon/2948.png
1334,5,5,test,Ariel_Sharon,data/processed/Ariel_Sharon/1334.png
607,5,5,test,Ariel_Sharon,data/processed/Ariel_Sharon/607.png
1635,5,5,test,Ariel_Sharon,data/processed/Ariel_Sharon/1635.png
2171,5,5,test,Ariel_Sharon,data/processed/Ariel_Sharon/2171.png
558,5,5,test,Ariel_Sharon,data/processed/Ariel_Sharon/558.png
740,5,5,test,Ariel_Sharon,data/processed/Ariel_Sharon/740.png
3,5,5,test,Ariel_Sharon,data/processed/Ariel_Sharon/3.png
1194,5,5,test,Ariel_Sharon,data/processed/Ariel_Sharon/1194.png
2193,21,6,train,Hugo_Chavez,data/processed/Hugo_Chavez/2193.png
2860,21,6,train,Hugo_Chavez,data/processed/Hugo_Chavez/2860.png
2515,21,6,train,Hugo_Chavez,data/processed/Hugo_Chavez/2515.png
218,21,6,train,Hugo_Chavez,data/processed/Hugo_Chavez/218.png
1032,21,6,train,Hugo_Chavez,data/processed/Hugo_Chavez/1032.png
163,21,6,train,Hugo_Chavez,data/processed/Hugo_Chavez/163.png
527,21,6,train,Hugo_Chavez,data/processed/Hugo_Chavez/527.png
1257,21,6,train,Hugo_Chavez,data/processed/Hugo_Chavez/1257.png
1020,21,6,train,Hugo_Chavez,data/processed/Hugo_Chavez/1020.png
1420,21,6,train,Hugo_Chavez,data/processed/Hugo_Chavez/1420.png
1279,21,6,train,Hugo_Chavez,data/processed/Hugo_Chavez/1279.png
2623,21,6,train,Hugo_Chavez,data/processed/Hugo_Chavez/2623.png
2957,21,6,train,Hugo_Chavez,data/processed/Hugo_Chavez/2957.png
1423,21,6,train,Hugo_Chavez,data/processed/Hugo_Chavez/1423.png
1547,21,6,train,Hugo_Chavez,data/processed/Hugo_Chavez/1547.png
22,21,6,train,Hugo_Chavez,data/processed/Hugo_Chavez/22.png
744,21,6,train,Hugo_Chavez,data/processed/Hugo_Chavez/744.png
1686,21,6,train,Hugo_Chavez,data/processed/Hugo_Chavez/1686.png
1179,21,6,train,Hugo_Chavez,data/processed/Hugo_Chavez/1179.png
847,21,6,train,Hugo_Chavez,data/processed/Hugo_Chavez/847.png
2544,21,6,train,Hugo_Chavez,data/processed/Hugo_Chavez/2544.png
525,21,6,train,Hugo_Chavez,data/processed/Hugo_Chavez/525.png
1400,21,6,train,Hugo_Chavez,data/processed/Hugo_Chavez/1400.png
1101,21,6,train,Hugo_Chavez,data/processed/Hugo_Chavez/1101.png
898,21,6,train,Hugo_Chavez,data/processed/Hugo_Chavez/898.png
339,21,6,train,Hugo_Chavez,data/processed/Hugo_Chavez/339.png
1460,21,6,train,Hugo_Chavez,data/processed/Hugo_Chavez/1460.png
635,21,6,train,Hugo_Chavez,data/processed/Hugo_Chavez/635.png
96,21,6,train,Hugo_Chavez,data/processed/Hugo_Chavez/96.png
1679,21,6,train,Hugo_Chavez,data/processed/Hugo_Chavez/1679.png
427,21,6,train,Hugo_Chavez,data/processed/Hugo_Chavez/427.png
1511,21,6,train,Hugo_Chavez,data/processed/Hugo_Chavez/1511.png
1481,21,6,train,Hugo_Chavez,data/processed/Hugo_Chavez/1481.png
161,21,6,train,Hugo_Chavez,data/processed/Hugo_Chavez/161.png
1526,21,6,train,Hugo_Chavez,data/processed/Hugo_Chavez/1526.png
973,21,6,val,Hugo_Chavez,data/processed/Hugo_Chavez/973.png
2154,21,6,val,Hugo_Chavez,data/processed/Hugo_Chavez/2154.png
1796,21,6,val,Hugo_Chavez,data/processed/Hugo_Chavez/1796.png
836,21,6,val,Hugo_Chavez,data/processed/Hugo_Chavez/836.png
1017,21,6,val,Hugo_Chavez,data/processed/Hugo_Chavez/1017.png
213,21,6,val,Hugo_Chavez,data/processed/Hugo_Chavez/213.png
597,21,6,val,Hugo_Chavez,data/processed/Hugo_Chavez/597.png
2330,21,6,test,Hugo_Chavez,data/processed/Hugo_Chavez/2330.png
1117,21,6,test,Hugo_Chavez,data/processed/Hugo_Chavez/1117.png
1445,21,6,test,Hugo_Chavez,data/processed/Hugo_Chavez/1445.png
574,21,6,test,Hugo_Chavez,data/processed/Hugo_Chavez/574.png
2380,21,6,test,Hugo_Chavez,data/processed/Hugo_Chavez/2380.png
1774,21,6,test,Hugo_Chavez,data/processed/Hugo_Chavez/1774.png
313,21,6,test,Hugo_Chavez,data/processed/Hugo_Chavez/313.png
2132,21,6,test,Hugo_Chavez,data/processed/Hugo_Chavez/2132.png
2972,35,7,train,Junichiro_Koizumi,data/processed/Junichiro_Koizumi/2972.png
862,35,7,train,Junichiro_Koizumi,data/processed/Junichiro_Koizumi/862.png
2713,35,7,train,Junichiro_Koizumi,data/processed/Junichiro_Koizumi/2713.png
2250,35,7,train,Junichiro_Koizumi,data/processed/Junichiro_Koizumi/2250.png
1463,35,7,train,Junichiro_Koizumi,data/processed/Junichiro_Koizumi/1463.png
459,35,7,train,Junichiro_Koizumi,data/processed/Junichiro_Koizumi/459.png
1459,35,7,train,Junichiro_Koizumi,data/processed/Junichiro_Koizumi/1459.png
997,35,7,train,Junichiro_Koizumi,data/processed/Junichiro_Koizumi/997.png
2674,35,7,train,Junichiro_Koizumi,data/processed/Junichiro_Koizumi/2674.png
405,35,7,train,Junichiro_Koizumi,data/processed/Junichiro_Koizumi/405.png
2909,35,7,train,Junichiro_Koizumi,data/processed/Junichiro_Koizumi/2909.png
200,35,7,train,Junichiro_Koizumi,data/processed/Junichiro_Koizumi/200.png
1130,35,7,train,Junichiro_Koizumi,data/processed/Junichiro_Koizumi/1130.png
2005,35,7,train,Junichiro_Koizumi,data/processed/Junichiro_Koizumi/2005.png
1972,35,7,train,Junichiro_Koizumi,data/processed/Junichiro_Koizumi/1972.png
1546,35,7,train,Junichiro_Koizumi,data/processed/Junichiro_Koizumi/1546.png
2341,35,7,train,Junichiro_Koizumi,data/processed/Junichiro_Koizumi/2341.png
